person_income,person_emp_length,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_grade_B,loan_grade_C,loan_grade_D,loan_grade_E,loan_grade_F,loan_grade_G,person_home_ownership_OTHER,person_home_ownership_OWN,person_home_ownership_RENT,cb_person_default_on_file_Y
110000,2.0,5000,9.99,0,0.05,4,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
111460,3.0,5000,11.71,0,0.04,4,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
112000,7.0,5000,10.25,0,0.04,3,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
45996,9.0,25000,12.18,0,0.54,3,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
115000,1.0,5000,8.9,0,0.04,3,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
116300,6.0,5000,14.96,0,0.04,4,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True
45996,7.0,10000,13.16,0,0.22,3,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
120000,3.0,5000,7.68,0,0.04,2,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
120000,6.0,5000,13.79,0,0.04,3,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
114000,2.0,5000,15.31,1,0.04,3,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
135000,10.0,5000,11.36,0,0.04,4,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
137481,8.0,5000,10.99,0,0.04,3,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
46000,2.0,10075,12.42,0,0.22,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
46000,7.0,5000,6.62,0,0.11,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
150000,3.0,5000,10.65,0,0.03,2,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
138000,1.0,5000,14.91,1,0.04,4,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
117300,4.0,5000,13.23,1,0.04,3,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True
159996,4.0,5000,14.11,0,0.03,4,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True
46000,3.0,11000,12.69,0,0.24,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
21600,0.0,5200,11.86,1,0.24,3,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
24000,0.0,5200,13.49,0,0.22,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
25000,1.0,5200,12.53,0,0.21,3,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True
46000,4.0,2125,12.99,0,0.05,2,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
46000,1.0,3000,5.42,0,0.07,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
26000,5.0,5200,12.53,0,0.2,2,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
30000,1.0,5200,15.96,0,0.17,3,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True
46000,6.0,15000,6.99,0,0.33,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
30000,2.0,5200,17.19,1,0.17,4,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
32160,9.0,5200,14.65,0,0.16,4,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
35000,0.0,5200,13.92,0,0.15,2,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
36850,3.0,5200,12.42,0,0.14,4,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
38000,5.0,5200,10.74,0,0.14,3,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
38000,1.0,5200,7.88,0,0.14,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
46000,6.0,6000,12.68,0,0.13,4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
24000,3.0,5250,7.66,1,0.22,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
46000,8.0,2000,7.66,0,0.04,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
46000,6.0,4000,10.37,0,0.09,2,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
45000,3.0,5275,10.39,0,0.12,2,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
57600,3.0,5275,13.49,0,0.09,2,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True
46000,2.0,10000,10.36,0,0.22,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
23340,8.0,5300,7.9,0,0.23,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
24996,4.0,5300,15.23,0,0.21,4,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True
46000,5.0,10000,9.99,0,0.22,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
26400,5.0,5300,8.49,0,0.2,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
46000,4.0,3000,7.88,0,0.07,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
28800,0.0,5300,15.27,0,0.18,3,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
30000,1.0,5300,15.27,0,0.18,3,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
30000,2.0,5300,17.99,1,0.18,4,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
30000,3.0,5300,15.28,1,0.18,3,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True
46000,5.0,23500,10.25,0,0.51,4,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
47000,1.0,5300,7.66,0,0.11,2,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
50004,5.0,5300,14.42,0,0.11,2,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True
65000,3.0,5300,6.62,0,0.08,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
40000,5.0,15000,11.36,1,0.38,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
22000,4.0,5325,12.42,1,0.24,3,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
32000,5.0,5325,14.27,0,0.17,3,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True
46000,6.0,8000,11.48,0,0.17,4,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
24000,0.0,5375,10.99,0,0.22,3,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
26000,1.0,5375,13.47,0,0.21,4,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True
18000,3.0,5400,15.99,1,0.3,3,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True
18000,2.0,5400,15.23,1,0.3,4,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
46000,3.0,6000,7.68,0,0.13,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
24000,3.0,5400,11.49,0,0.23,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
25300,2.0,5400,16.02,1,0.21,2,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True
46000,5.0,10000,14.74,0,0.22,3,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True
26400,7.0,5400,10.38,0,0.2,2,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
30000,3.0,5400,10.0,0,0.18,4,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
32000,1.0,5400,16.29,1,0.17,2,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
35000,7.0,5400,10.59,0,0.15,2,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
46113,4.0,9000,15.99,0,0.2,4,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
46116,9.0,10000,11.03,0,0.22,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
46144,9.0,1500,7.49,0,0.03,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35000,5.0,5400,12.84,0,0.15,4,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
36000,4.0,5400,8.9,0,0.15,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
45000,4.0,5400,7.29,0,0.12,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
54000,9.0,5400,7.88,0,0.1,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
55000,3.0,5400,11.99,0,0.1,2,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
46325,6.0,3600,7.68,0,0.08,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
57500,4.0,5400,5.42,0,0.09,4,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
46350,0.0,9750,10.0,0,0.21,3,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
46394,7.0,15000,13.47,0,0.32,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
60000,4.0,5400,7.49,0,0.09,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
63000,3.0,5400,14.54,0,0.09,2,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
46450,6.0,10000,5.42,0,0.22,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46464,1.0,15000,12.21,0,0.32,3,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
58617,6.0,5400,15.21,1,0.09,2,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
46500,3.0,13000,7.29,0,0.28,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
69108,2.0,5400,15.95,1,0.08,2,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True
112000,5.0,5400,15.27,0,0.05,4,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
22718,3.0,5425,11.99,0,0.24,2,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
46500,1.0,4000,10.62,0,0.09,3,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
40500,8.0,8500,10.99,1,0.21,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
46500,5.0,1300,14.96,0,0.03,2,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
83004,7.0,5450,7.9,0,0.07,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
46500,0.0,16000,12.53,0,0.34,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
46500,1.0,12000,12.21,0,0.26,3,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
46551,7.0,15000,10.62,0,0.32,4,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
12000,5.0,5500,10.36,1,0.46,4,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
14400,4.0,5500,11.48,1,0.38,3,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
15192,4.0,5500,13.11,1,0.36,3,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True
15436,4.0,5500,7.88,1,0.36,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
18000,1.0,5500,11.71,1,0.31,2,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
19136,4.0,5500,17.93,1,0.29,3,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
46776,7.0,15000,13.24,0,0.32,4,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
40800,5.0,7000,19.03,1,0.17,4,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
46800,3.0,12725,12.42,0,0.27,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
46800,4.0,5000,6.99,0,0.11,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
46800,6.0,12000,6.99,0,0.26,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21600,3.0,5500,9.25,0,0.25,4,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
46800,4.0,6000,14.91,0,0.13,2,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
46800,4.0,3600,7.14,0,0.08,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
21700,2.0,5500,14.91,1,0.25,2,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
22000,1.0,5500,13.04,0,0.25,4,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
23000,4.0,5500,6.54,0,0.24,3,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
46800,4.0,5000,7.51,0,0.11,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23004,3.0,5500,5.79,0,0.24,3,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
46800,4.0,11500,7.51,0,0.25,4,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
24000,5.0,5500,14.27,0,0.23,3,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True
46800,8.0,6000,14.22,0,0.13,4,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True
24000,0.0,5500,13.99,0,0.23,4,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
24000,1.0,5500,10.99,0,0.23,4,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
46800,4.0,13000,8.59,0,0.28,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
25000,0.0,5500,9.32,0,0.22,4,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
25200,1.0,5500,7.9,0,0.22,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
26400,0.0,5500,13.72,0,0.21,2,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True
46932,4.0,7000,5.79,0,0.15,4,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
46976,5.0,11000,14.26,0,0.23,2,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True
26784,6.0,5500,14.74,1,0.21,4,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
27996,3.0,5500,12.53,0,0.2,2,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
47000,9.0,9600,15.96,0,0.2,2,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
28800,0.0,5500,9.76,0,0.19,4,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
30000,2.0,5500,11.86,0,0.18,3,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
30000,1.0,5500,12.53,0,0.18,4,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
41000,6.0,7000,7.9,1,0.17,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
30000,2.0,5500,8.0,0,0.18,4,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
47000,0.0,12000,13.49,0,0.26,3,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
47000,9.0,7000,7.51,0,0.15,4,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
33000,3.0,5500,11.11,0,0.17,4,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
47000,8.0,3000,12.69,0,0.06,3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
47000,5.0,6600,7.9,0,0.14,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
47000,7.0,10600,15.96,0,0.23,4,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
33000,7.0,5500,14.54,0,0.17,3,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True
47000,7.0,8000,10.65,0,0.17,3,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
47000,9.0,4000,6.62,0,0.09,4,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
47000,2.0,5400,8.9,0,0.11,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
33900,3.0,5500,17.58,0,0.16,2,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
33996,1.0,5500,13.47,0,0.16,2,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True
34000,3.0,5500,16.89,0,0.16,2,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True
34000,1.0,5500,13.11,0,0.16,3,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
47000,8.0,12500,8.49,0,0.27,2,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
47000,5.0,10400,11.49,0,0.22,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
36000,2.0,5500,10.65,0,0.15,2,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
36000,5.0,5500,17.14,0,0.15,3,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True
36500,2.0,5500,7.51,0,0.15,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
37000,3.0,5500,9.2,0,0.15,2,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
38400,2.0,5500,6.92,0,0.14,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
47000,1.0,6000,5.99,0,0.13,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
38500,0.0,5500,7.74,0,0.14,2,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
47000,6.0,3000,5.42,0,0.06,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
47000,7.0,15000,10.74,0,0.32,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
47000,5.0,15000,7.66,0,0.32,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
40440,0.0,5500,12.73,0,0.14,4,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
47000,7.0,13850,12.68,0,0.29,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
47000,0.0,3000,5.79,0,0.06,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
37000,5.0,5500,15.31,1,0.15,2,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True
43000,1.0,5500,11.89,0,0.13,4,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
37004,2.0,5500,15.05,1,0.15,4,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
44400,2.0,5500,12.73,0,0.12,4,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
47000,3.0,15000,7.66,0,0.32,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
47000,1.0,6000,11.11,0,0.13,4,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
47000,4.0,6000,7.66,0,0.13,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
45000,3.0,5500,10.38,0,0.12,2,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
48000,3.0,5500,11.49,0,0.11,4,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
48000,3.0,5500,7.49,0,0.11,4,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
48880,2.0,5500,10.99,0,0.11,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
44000,0.0,5500,15.28,1,0.13,3,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
50000,6.0,5500,7.14,0,0.11,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
47000,4.0,7000,7.51,0,0.15,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
47000,5.0,7000,7.14,0,0.15,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
47000,8.0,7500,7.51,0,0.16,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
54000,3.0,5500,8.94,0,0.1,3,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
54000,6.0,5500,8.07,0,0.1,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
55000,0.0,5500,11.71,0,0.1,4,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
56000,7.0,5500,9.38,0,0.1,3,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
47000,0.0,9000,8.94,0,0.19,3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
51000,3.0,5500,13.49,1,0.11,2,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True
57000,1.0,5500,10.99,0,0.1,4,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
51600,10.0,5500,11.99,1,0.11,3,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
59000,1.0,5500,5.42,0,0.09,2,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
41000,6.0,10000,13.57,1,0.24,4,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
60000,0.0,5500,7.88,0,0.09,2,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
47000,5.0,10000,13.79,0,0.21,4,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
47000,3.0,12000,12.21,0,0.26,4,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
41000,9.0,5000,11.78,1,0.12,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
62000,7.0,5500,17.49,0,0.09,3,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
62400,0.0,5500,9.76,0,0.09,4,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
41000,1.0,6600,10.71,1,0.16,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
62472,2.0,5500,12.73,0,0.09,2,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
64000,3.0,5500,10.75,0,0.09,4,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
72000,8.0,5500,9.91,0,0.08,3,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
72996,2.0,5500,11.49,0,0.08,3,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
73700,0.0,5500,14.65,0,0.07,3,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
90000,0.0,5525,11.36,0,0.06,4,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
47100,4.0,4000,11.49,0,0.08,3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
47110,0.0,11000,10.99,0,0.23,4,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
22000,0.0,5550,12.41,1,0.25,3,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
24000,7.0,5550,12.53,0,0.23,4,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False
31000,5.0,5550,11.36,1,0.18,3,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
47004,2.0,5550,7.49,0,0.12,4,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
47200,1.0,7000,13.23,0,0.15,4,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
20485,4.0,5575,7.9,0,0.27,4,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
47211,8.0,10000,11.83,0,0.21,3,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False
28800,5.0,5575,6.62,0,0.19,4,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
41244,6.0,11500,11.58,1,0.28,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
14400,1.0,5600,14.59,1,0.39,2,False,False,False,False,True,False,False,True,False,False,False,False,False,True,True
18000,1.0,5600,18.09,1,0.31,4,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
47300,3.0,6000,12.69,0,0.13,4,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
47300,5.0,9500,8.49,0,0.2,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
19200,0.0,5600,8.9,1,0.29,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19800,1.0,5600,5.79,1,0.28,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
20000,4.0,5600,10.75,0,0.28,4,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
47412,0.0,6500,8.59,0,0.14,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47472,6.0,20000,11.83,0,0.42,3,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
24000,0.0,5600,12.73,0,0.23,4,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
47484,0.0,5325,10.62,0,0.11,4,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
25000,3.0,5600,11.11,0,0.22,4,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
25000,5.0,5600,7.29,0,0.22,2,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
26000,0.0,5600,8.0,0,0.22,2,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
47500,7.0,12000,9.91,0,0.25,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
47500,6.0,6000,7.9,0,0.13,3,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
28000,0.0,5600,14.12,1,0.2,2,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True
47500,3.0,13750,11.71,0,0.29,4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
30000,1.0,5600,14.46,1,0.19,2,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
30000,3.0,5600,13.61,0,0.19,2,True,False,False,False,False,False,True,False,False,False,False,False,False,True,True
30996,2.0,5600,7.49,0,0.18,2,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
47500,8.0,7000,7.74,0,0.15,3,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
32000,3.0,5600,7.9,0,0.17,3,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
33600,6.0,5600,9.25,0,0.17,3,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
47540,4.0,12250,10.62,0,0.26,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
47580,6.0,4000,6.62,0,0.08,2,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
47580,5.0,14000,6.03,0,0.29,2,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29004,0.0,5600,13.79,1,0.19,4,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
36000,1.0,5600,7.9,0,0.16,4,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
41682,7.0,18000,13.22,1,0.43,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
47700,1.0,12375,7.9,0,0.26,4,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
36276,0.0,5600,9.99,0,0.15,4,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
38000,5.0,5600,6.62,0,0.15,4,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
47748,5.0,4500,6.39,0,0.09,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
47760,2.0,15000,6.03,0,0.31,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
47800,5.0,1500,13.43,0,0.03,3,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
47800,3.0,15000,11.86,0,0.31,4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
33000,0.0,5600,13.23,1,0.17,4,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True
40000,7.0,5600,13.8,0,0.14,3,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
40000,9.0,5600,14.61,0,0.14,4,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True
40800,9.0,5600,16.77,0,0.14,3,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
41000,10.0,5600,15.96,0,0.14,4,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
42000,6.0,5600,7.49,0,0.13,2,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
47952,4.0,15000,6.17,0,0.31,4,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
43860,6.0,5600,9.63,0,0.13,2,False,False,False,False,True,True,False,False,False,False,False,False,False,True,False
48000,10.0,11000,13.49,0,0.23,3,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
39000,1.0,5600,14.96,1,0.14,4,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
48000,5.0,7350,10.65,0,0.15,2,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
48000,8.0,2200,15.27,0,0.05,4,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True
47700,0.0,5600,9.99,0,0.12,2,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False
